2026-05-10 16:09:05.461795,Neutral,57.37%
2026-05-10 16:09:05.712182,Neutral,49.78%
2026-05-10 16:09:05.962128,Neutral,50.86%
2026-05-10 16:09:06.171832,Happy,65.97%
2026-05-10 16:09:06.385004,Happy,83.33%
2026-05-10 16:09:06.574359,Happy,85.82%
2026-05-10 16:09:06.812463,Happy,68.52%
2026-05-10 16:09:07.040316,Happy,83.18%
2026-05-10 16:09:07.282202,Happy,59.34%
2026-05-10 16:09:07.462798,Happy,65.11%
2026-05-10 16:09:07.641910,Happy,40.91%
2026-05-10 16:09:07.836797,Happy,68.37%
2026-05-10 16:09:08.015958,Happy,52.19%
2026-05-10 16:09:08.252491,Happy,63.01%
2026-05-10 16:09:08.471253,Happy,74.63%
2026-05-10 16:09:08.721440,Happy,75.89%
2026-05-10 16:09:08.926531,Happy,68.41%
2026-05-10 16:09:09.137363,Happy,51.76%
2026-05-10 16:09:09.628574,Happy,75.73%
2026-05-10 16:09:09.857071,Happy,68.19%
2026-05-10 16:09:10.095020,Happy,49.83%
2026-05-10 16:09:10.320861,Happy,38.11%
2026-05-10 16:09:10.538464,Sad,39.04%
2026-05-10 16:09:10.761500,Sad,32.69%
2026-05-10 16:09:10.958665,Sad,37.21%
2026-05-10 16:09:11.161449,Sad,37.66%
2026-05-10 16:09:11.404890,Sad,40.08%
2026-05-10 16:09:11.621266,Neutral,35.38%
2026-05-10 16:09:11.846935,Sad,36.33%
2026-05-10 16:09:12.058125,Neutral,44.28%
2026-05-10 16:09:12.276310,Neutral,47.11%
2026-05-10 16:09:12.472763,Neutral,50.01%
2026-05-10 16:09:12.687123,Neutral,51.56%
2026-05-10 16:09:12.945602,Happy,36.25%
2026-05-10 16:09:13.156486,Neutral,53.08%
2026-05-10 16:09:13.352189,Neutral,45.29%
2026-05-10 16:09:13.578831,Neutral,48.97%
2026-05-10 16:09:13.813965,Neutral,44.01%
2026-05-10 16:09:14.032659,Neutral,47.99%
2026-05-10 16:09:14.288656,Neutral,55.09%
2026-05-10 16:09:14.469916,Neutral,49.00%
2026-05-10 16:09:14.639793,Neutral,39.48%
2026-05-10 16:09:14.852249,Neutral,52.64%
2026-05-10 16:09:15.061876,Neutral,52.54%
2026-05-10 16:09:15.276627,Neutral,52.28%
2026-05-10 16:09:15.495504,Neutral,54.28%
2026-05-10 16:09:15.720677,Neutral,59.28%
2026-05-10 16:09:15.950872,Neutral,51.22%
2026-05-10 16:09:16.516484,Neutral,58.05%
2026-05-10 16:09:19.328804,Neutral,56.82%
2026-05-10 16:09:19.528182,Neutral,50.36%
2026-05-10 16:09:19.765691,Neutral,34.71%
2026-05-10 16:09:20.006665,Neutral,39.08%
2026-05-10 16:09:20.197963,Neutral,52.91%
2026-05-10 16:09:20.435310,Sad,39.48%
2026-05-10 16:09:20.637131,Sad,30.34%
2026-05-10 16:09:22.006976,Neutral,28.62%
2026-05-10 16:09:22.423974,Sad,27.35%
2026-05-10 16:09:22.632457,Happy,29.74%
2026-05-10 16:09:22.873545,Happy,34.73%
2026-05-10 16:09:23.288730,Angry,37.76%
2026-05-10 16:09:23.611241,Sad,30.15%
2026-05-10 16:09:23.906278,Neutral,66.97%
2026-05-10 16:09:24.461814,Neutral,69.64%
2026-05-10 16:09:24.714975,Neutral,63.12%
2026-05-10 16:09:24.905514,Neutral,68.73%
2026-05-10 16:09:25.120868,Neutral,60.45%
2026-05-10 16:09:26.740656,Neutral,37.66%
2026-05-10 16:09:26.986403,Sad,34.91%
2026-05-10 16:09:27.242406,Neutral,36.69%
2026-05-10 16:09:27.489635,Neutral,46.16%
2026-05-10 16:09:27.751712,Neutral,57.65%
2026-05-10 16:09:27.990831,Neutral,50.50%
2026-05-10 16:09:28.198215,Neutral,48.80%
